date,symbol,setup_type,entry_close,score,scanner_name,param_set_id,pct_change,volume_ratio,close,notes,days_since_gap,gap_pct,gap_vol_ratio,gap_day_close_location_pct,gap_day_close_vs_open_pct,prior_65d_run_pct,prior_65d_weakness_pct,distance_to_52w_high_before_gap,holding_above_gap_open_days,gap_fill_pct,is_first_gap_in_6m,ep_tier,market_verdict,pct_above_ma20_on_day,pct_above_ma50_on_day,new_highs_52w_on_day,new_lows_52w_on_day,up_volume_ratio_on_day,advancing_on_day,declining_on_day,return_1d,nifty_return_1d,alpha_1d,return_3d,nifty_return_3d,alpha_3d,return_5d,nifty_return_5d,alpha_5d,return_10d,nifty_return_10d,alpha_10d,return_20d,nifty_return_20d,alpha_20d,mfe_3d,mae_3d,mfe_5d,mae_5d,mfe_10d,mae_10d,failed_to_gain_by_3d,failed_to_gain_by_5d,hit_2pct_by_3d,hit_5pct_by_5d,hit_8pct_by_10d
2025-02-03,WOCKPHARMA,EPISODIC_PIVOT,1572.75,16.47,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",5.16,3.19,1572.75,Gap 5.2% 1d ago on 3.2x vol,1,5.16,3.19,100.0,4.6,0.0,0.0,10.49,1,67.03,False,B,AVOID,36.05,18.24,10,19,0.1874,124,342,3.67,1.25,2.42,4.98,1.89,3.09,-3.39,-0.29,-3.1,-10.33,-6.51,-3.82,-22.2,-9.58,-12.62,6.81,0.14,6.81,-3.39,6.81,-14.0,False,False,True,True,False
2025-02-03,KALYANKJIL,EPISODIC_PIVOT,502.9,13.89,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.4,3.16,502.9,Gap 4.4% 2d ago on 3.2x vol,2,4.4,3.16,94.02,9.36,0.0,0.0,44.6,2,69.85,False,B,AVOID,36.05,18.24,10,19,0.1874,124,342,12.11,1.25,10.86,7.85,1.89,5.96,3.81,-0.29,4.1,0.83,-6.51,7.34,-8.61,-9.58,0.97,18.11,0.44,18.11,0.44,18.11,-5.04,False,False,True,True,True
2025-02-04,MOTHERSON,EPISODIC_PIVOT,137.92,21.71,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",5.28,4.11,137.92,Gap 5.3% 0d ago on 4.1x vol,0,5.28,4.11,15.43,0.3,0.0,0.0,19.27,0,5.22,True,B,DEFENSIVE,46.9,20.34,9,9,0.8739,343,122,-0.83,1.02,-1.85,0.11,0.35,-0.24,-6.74,-4.48,-2.26,-6.93,-8.39,1.46,-10.14,-8.44,-1.7,1.02,-1.68,1.02,-7.19,1.02,-12.27,False,False,False,False,False
2025-02-04,WOCKPHARMA,EPISODIC_PIVOT,1630.4,16.47,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",5.16,3.19,1630.4,Gap 5.2% 2d ago on 3.2x vol,2,5.16,3.19,100.0,4.6,0.0,0.0,10.49,2,67.03,False,B,DEFENSIVE,46.9,20.34,9,9,0.8739,343,122,1.36,1.02,0.34,-1.9,0.35,-2.25,-11.47,-4.48,-6.99,-16.78,-8.39,-8.39,-21.2,-8.44,-12.76,3.04,-2.47,3.04,-11.47,3.04,-17.69,False,False,True,False,False
2025-02-06,REDINGTON,EPISODIC_PIVOT,228.0,21.14,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.51,4.69,228.0,Gap 4.5% 0d ago on 4.7x vol,0,4.51,4.69,80.2,1.79,0.0,0.0,7.17,0,100.0,True,B,DEFENSIVE,52.25,25.91,6,6,0.293,173,294,1.67,-0.28,1.95,1.53,-5.08,6.61,7.26,-5.56,12.82,9.41,-6.17,15.58,10.14,-7.48,17.62,7.37,-1.54,8.77,-2.41,12.18,-2.41,False,False,True,True,True
2025-02-07,REDINGTON,EPISODIC_PIVOT,231.8,21.14,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.51,4.69,231.8,Gap 4.5% 1d ago on 4.7x vol,1,4.51,4.69,80.2,1.79,0.0,0.0,7.17,1,100.0,True,B,AVOID,49.04,26.34,5,7,0.5748,188,279,4.38,-1.87,6.25,-1.19,-5.22,4.03,5.81,-7.94,13.75,8.5,-6.56,15.06,5.64,-8.73,14.37,5.61,-4.01,6.99,-4.01,13.84,-4.01,False,False,True,True,True
2025-02-10,REDINGTON,EPISODIC_PIVOT,241.96,21.14,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.51,4.69,241.96,Gap 4.5% 2d ago on 4.7x vol,2,4.51,4.69,80.2,1.79,0.0,0.0,7.17,2,100.0,True,B,AVOID,31.2,19.66,5,10,0.1219,55,411,-4.33,-3.0,-1.33,1.07,-3.49,4.56,0.39,-6.23,6.62,3.43,-5.82,9.25,-2.07,-7.18,5.11,2.5,-8.04,5.7,-8.04,9.06,-8.04,False,False,True,True,True
2025-03-28,BSE,EPISODIC_PIVOT,5479.8,23.57,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",6.74,3.5,5479.8,Gap 6.7% 0d ago on 3.5x vol,0,6.74,3.5,89.78,9.6,0.0,0.0,23.63,0,0.0,True,B,DEFENSIVE,80.76,55.18,9,3,0.2857,184,288,-0.25,-0.5,0.25,2.57,0.96,1.61,-5.43,-6.04,0.61,8.22,1.23,6.99,15.09,2.03,13.06,5.61,-0.91,5.61,-9.15,9.46,-9.15,False,False,True,True,True
2025-04-01,IDEA,EPISODIC_PIVOT,8.1,46.78,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",10.0,4.68,8.1,Gap 10.0% 0d ago on 4.7x vol,0,10.0,4.68,57.41,8.29,0.0,0.0,35.05,0,0.0,False,A+,AVOID,74.0,52.22,5,8,0.8072,177,296,1.48,0.99,0.49,-2.35,-1.62,-0.73,-11.48,-3.53,-7.95,-9.75,2.37,-12.12,-11.73,3.93,-15.66,2.96,-3.09,2.96,-11.85,2.96,-13.46,False,False,True,False,False
2025-04-01,BSE,EPISODIC_PIVOT,5466.0,23.57,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",6.74,3.5,5466.0,Gap 6.7% 1d ago on 3.5x vol,1,6.74,3.5,89.78,9.6,0.0,0.0,23.63,1,0.0,True,B,AVOID,74.0,52.22,5,8,0.8072,177,296,3.45,0.99,2.46,0.94,-1.62,2.56,1.32,-3.53,4.85,8.51,2.37,6.14,18.07,3.93,14.14,5.88,-0.66,5.88,-8.92,10.5,-8.92,False,False,True,True,True
2025-04-01,INDUSTOWER,EPISODIC_PIVOT,352.45,16.9,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.67,3.62,352.45,Gap 4.7% 0d ago on 3.6x vol,0,4.67,3.62,40.07,0.73,0.0,0.0,14.38,0,19.87,False,B,AVOID,74.0,52.22,5,8,0.8072,177,296,2.51,0.99,1.52,2.28,-1.62,3.9,5.16,-3.53,8.69,12.9,2.37,10.53,8.98,3.93,5.05,4.41,-0.7,5.55,-4.62,13.16,-4.62,False,False,True,True,True
2025-04-02,IDEA,EPISODIC_PIVOT,8.22,46.78,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",10.0,4.68,8.22,Gap 10.0% 1d ago on 4.7x vol,1,10.0,4.68,57.41,8.29,0.0,0.0,35.05,1,0.0,False,A+,AVOID,78.86,58.35,3,9,0.8309,359,111,-0.36,0.48,-0.84,-10.46,-6.49,-3.97,-13.75,-5.4,-8.35,-1.82,3.22,-5.04,-16.3,0.79,-17.09,1.46,-12.77,1.46,-14.72,1.46,-14.72,False,False,False,False,False
2025-04-02,BSE,EPISODIC_PIVOT,5654.85,23.57,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",6.74,3.5,5654.85,Gap 6.7% 2d ago on 3.5x vol,2,6.74,3.5,89.78,9.6,0.0,0.0,23.63,2,0.0,True,B,AVOID,78.86,58.35,3,9,0.8309,359,111,-0.6,0.48,-1.08,-8.35,-6.49,-1.86,-1.88,-5.4,3.52,11.14,3.22,7.92,10.44,0.79,9.65,2.34,-11.96,2.34,-11.96,11.64,-11.96,False,False,True,False,True
2025-04-02,INDUSTOWER,EPISODIC_PIVOT,361.3,16.9,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.67,3.62,361.3,Gap 4.7% 1d ago on 3.6x vol,1,4.67,3.62,40.07,0.73,0.0,0.0,14.38,1,19.87,False,B,AVOID,78.86,58.35,3,9,0.8309,359,111,-0.91,0.48,-1.39,-1.47,-6.49,5.02,2.57,-5.4,7.97,12.79,3.22,9.57,4.87,0.79,4.08,1.85,-6.96,3.63,-6.96,13.34,-6.96,False,False,False,False,True
2025-04-02,FORCEMOT,EPISODIC_PIVOT,9217.8,14.71,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",4.69,3.14,9217.8,Gap 4.7% 2d ago on 3.1x vol,2,4.69,3.14,31.23,-1.68,0.0,0.0,3.27,1,80.79,True,B,AVOID,78.86,58.35,3,9,0.8309,359,111,-1.04,0.48,-1.52,-9.47,-6.49,-2.98,-8.1,-5.4,-2.7,0.89,3.22,-2.33,8.29,0.79,7.5,1.54,-12.67,1.54,-12.67,1.94,-12.67,False,False,False,False,False
2025-04-03,IDEA,EPISODIC_PIVOT,8.19,46.78,detect_episodic_pivot,"detect_episodic_pivot:{""max_days_since_gap"":2,""min_gap_pct"":4.0,""min_gap_vol_ratio"":3.0}",10.0,4.68,8.19,Gap 10.0% 2d ago on 4.7x vol,2,10.0,4.68,57.41,8.29,0.0,0.0,35.05,2,0.0,False,B,AVOID,76.74,62.37,2,8,0.5988,282,190,-3.42,-3.04,-0.38,-12.45,-4.93,-7.52,-12.45,-3.53,-8.92,-2.69,3.36,-6.05,-15.51,1.21,-16.72,-0.12,-12.82,-0.12,-14.41,0.0,-14.41,True,True,False,False,False
